Community_ID,Community_Name,State,Country,Population,Population_Density,Average_Monthly_Waste_Generated_Tons,Waste_Collection_Frequency_Per_Week,Illegal_Dumping_Reports,Blocked_Drainage_Incidents,Flood_Incidents_Last_Year,Distance_To_Waste_Disposal_Site_KM,Environmental_Complaints,Sanitation_Awareness_Score,Waste_Recycling_Rate,Economic_Status_Index,Infrastructure_Quality_Score,Year_Data_Collected,Risk_Level,Hotspot_Status,Risk_Score _Original,EcoTrack_Risk_Category_Original,Risk_Score_Corrected,EcoTrack_Risk_Category_Corrected,Date,Early_Warning_Flag,Collection_Gap_Flag,Disposal_Acess_Flag
959,South Gate 115,Bauchi,Nigeria,36369,247,14.16,1,21,10,5,70.7,49,19,32,4,40,2023,High,Yes,18.45,High Risk,0.81361426,Critical,13/12/2023,At Risk,Adequate,Structural Hotspot
960,Central Quarter 149,FCT,Nigeria,48760,328,16.24,2,3,2,1,29.9,19,51,50,1,85,2024,Low,No,4.65,Low Risk,0.153935667,Low,16/07/2024,Stable,Adequate,Standard
961,Old Area 19,FCT,Nigeria,57911,408,20.16,1,13,4,2,27.8,20,67,44,4,85,2022,High,Yes,9.05,Medium Risk,0.385445704,Low,10/4/2022,Stable,Underserved,Standard
962,East Area 164,Rivers,Nigeria,81848,363,27.17,2,13,6,2,61.7,26,55,6,2,65,2024,High,Yes,10.45,Medium Risk,0.446689723,Low,27/03/2024,Stable,Adequate,Standard
963,East District 60,Oyo,Nigeria,79785,132,28.35,1,12,7,4,31,42,18,14,7,60,2023,High,Yes,13.25,Medium Risk,0.558804868,Medium,19/12/2023,Stable,Underserved,Standard
964,South Market 56,Enugu,Nigeria,57623,120,16.36,1,12,7,4,24.1,39,37,43,4,55,2024,High,Yes,12.8,Medium Risk,0.550910131,Medium,23/04/2024,Stable,Underserved,Standard
965,New Area 93,Oyo,Nigeria,24315,175,6.53,2,13,5,2,20.3,26,51,53,6,60,2024,Medium,No,10.2,Medium Risk,0.423962451,Low,1/11/2024,Stable,Adequate,Standard
966,Old District 163,Plateau,Nigeria,51809,231,16.94,1,13,7,4,60.2,34,45,32,1,48,2024,High,Yes,12.4,Medium Risk,0.552969628,Medium,21/08/2024,Stable,Underserved,Standard
967,Old District 29,Bauchi,Nigeria,19918,184,5.78,1,20,9,6,20.9,54,15,24,2,40,2023,High,No,18.85,High Risk,0.820077491,Critical,14/01/2023,Stable,Adequate,Standard
968,New District 49,Borno,Nigeria,16632,96,5,1,18,7,4,18.9,44,31,3,1,35,2024,High,Yes,15.65,High Risk,0.655372374,High,21/02/2024,Stable,Adequate,Standard
969,East Village 193,Imo,Nigeria,49658,174,16.37,2,16,6,5,32.3,40,47,19,5,50,2024,High,Yes,14.35,High Risk,0.622934002,Medium,10/2/2024,Stable,Adequate,Standard
970,East Park 179,Kaduna,Nigeria,19858,64,5,1,16,6,5,65.6,46,39,10,3,45,2024,High,Yes,15.25,High Risk,0.638723476,High,9/4/2024,Stable,Adequate,Structural Hotspot
971,Old Gate 105,Rivers,Nigeria,32317,212,5.55,1,13,5,4,48.8,39,45,17,7,65,2023,High,Yes,12.65,Medium Risk,0.520672977,Medium,6/3/2023,Stable,Adequate,Standard
972,North Gate 186,Borno,Nigeria,38278,129,11.94,1,18,7,6,56.3,50,30,34,1,35,2022,High,Yes,17.05,High Risk,0.733661847,Critical,26/09/2022,At Risk,Adequate,Standard
973,Central Quarter 176,Borno,Nigeria,44595,114,11.12,1,22,8,5,73.4,51,10,13,2,35,2024,High,Yes,18.6,High Risk,0.788640264,Critical,21/08/2024,At Risk,Adequate,Structural Hotspot
974,East District 80,Kano,Nigeria,52389,144,15.11,1,18,8,5,55.1,43,25,23,4,50,2023,High,No,16,High Risk,0.706718067,High,5/10/2023,Stable,Underserved,Standard
975,East Village 96,Kaduna,Nigeria,27294,78,8.76,1,13,7,3,35.5,37,24,47,4,45,2024,High,Yes,12.6,Medium Risk,0.529614364,Medium,11/8/2024,Stable,Adequate,Standard
976,West Area 111,Oyo,Nigeria,73456,197,22.25,1,15,6,4,40.9,45,10,7,2,60,2023,High,Yes,14.5,High Risk,0.589624506,Medium,18/05/2023,Stable,Underserved,Standard
977,New Park 34,Kano,Nigeria,26367,436,10.73,1,13,7,5,74.2,42,48,0,1,50,2022,High,Yes,13.85,Medium Risk,0.605272259,Medium,25/09/2022,Stable,Adequate,Standard
978,Central Estate 15,Kaduna,Nigeria,22037,155,6.06,1,13,7,7,67.4,48,55,2,3,45,2024,High,Yes,15.25,High Risk,0.683561733,High,6/10/2024,Stable,Adequate,Standard
979,New District 188,Enugu,Nigeria,64427,115,15.44,1,13,7,3,32.1,39,23,7,3,55,2024,High,Yes,12.9,Medium Risk,0.534877522,Medium,26/03/2024,Stable,Underserved,Standard
980,Central Area 156,Akwa Ibom,Nigeria,23063,136,7.39,1,12,4,2,24,29,39,31,5,52,2024,High,Yes,10.05,Medium Risk,0.393912523,Low,19/04/2024,Stable,Adequate,Standard
981,Central Market 52,Plateau,Nigeria,64035,124,16.5,1,14,6,4,74.3,39,33,25,2,48,2024,High,Yes,13.25,Medium Risk,0.558617641,Medium,12/7/2024,Stable,Underserved,Standard
982,East Area 45,Rivers,Nigeria,53410,413,19.04,1,13,6,4,25.5,31,69,22,7,65,2022,High,No,11.7,Medium Risk,0.522347618,Medium,27/07/2022,Stable,Underserved,Standard
983,East Gate 11,Borno,Nigeria,38184,272,10.52,1,20,9,6,69.6,55,19,23,1,35,2022,High,Yes,19,High Risk,0.82270907,Critical,12/2/2022,At Risk,Adequate,Structural Hotspot
984,South Gate 103,Imo,Nigeria,58896,349,15.61,1,14,7,3,30.5,40,23,45,2,50,2024,High,Yes,13.4,Medium Risk,0.552726493,Medium,12/12/2024,Stable,Underserved,Standard
985,South Quarter 17,Bauchi,Nigeria,52387,108,15.59,1,19,7,6,55,43,52,16,2,40,2024,High,No,16.35,High Risk,0.730458186,Critical,7/3/2024,At Risk,Underserved,Standard
986,West Estate 13,Bauchi,Nigeria,19919,155,7.1,2,13,5,3,64.7,40,16,3,2,40,2024,High,Yes,12.55,Medium Risk,0.492054556,Low,15/04/2024,Stable,Adequate,Standard
987,South Park 57,Bauchi,Nigeria,29604,149,6,1,17,8,4,24.5,49,12,3,4,40,2022,High,Yes,16.3,High Risk,0.67604015,High,10/1/2022,Stable,Adequate,Standard
988,Old Village 165,Bauchi,Nigeria,47881,130,13.41,1,20,6,4,72.9,48,10,16,1,40,2023,High,Yes,16.7,High Risk,0.673606199,High,10/9/2023,At Risk,Adequate,Structural Hotspot
989,West Area 38,FCT,Nigeria,61006,528,21.91,2,12,4,1,7.7,13,62,29,6,85,2024,Medium,No,7.4,Medium Risk,0.32055726,Low,19/07/2024,Stable,Adequate,Standard
990,Old Park 60,Kaduna,Nigeria,35557,218,8.05,1,16,6,3,63,38,23,24,1,45,2024,High,Yes,13.55,Medium Risk,0.555170845,Medium,25/12/2024,Stable,Adequate,Structural Hotspot
991,West District 165,Imo,Nigeria,30140,306,9.91,1,18,6,4,34.9,39,38,13,3,50,2024,High,Yes,14.65,High Risk,0.619487206,Medium,13/07/2024,Stable,Adequate,Standard
992,Old Market 58,Kaduna,Nigeria,63373,311,22.95,1,18,9,5,64.1,54,10,25,3,45,2023,High,Yes,17.9,High Risk,0.758392709,Critical,15/07/2023,Stable,Underserved,Structural Hotspot
993,East Gate 50,Borno,Nigeria,22729,164,8.49,1,17,9,5,38.7,54,10,13,4,35,2023,High,Yes,17.55,High Risk,0.743175317,Critical,20/07/2023,Stable,Adequate,Standard
994,Central Market 41,Kaduna,Nigeria,26515,138,7.74,1,15,7,5,49.6,47,27,17,3,45,2024,High,Yes,15.3,High Risk,0.648864937,High,5/9/2024,Stable,Adequate,Standard
995,West Quarter 87,Lagos,Nigeria,73908,818,20.49,1,14,3,1,18.6,15,64,10,10,80,2023,High,Yes,8.15,Medium Risk,0.333527928,Low,8/3/2023,Stable,Underserved,Standard
996,South Estate 156,FCT,Nigeria,53472,330,13.69,3,0,0,0,24.4,7,79,23,2,85,2023,Low,No,1.05,Low Risk,0,Low,8/4/2023,Stable,Adequate,Standard
997,Old Area 96,Enugu,Nigeria,17333,177,6.12,2,13,7,4,61.2,43,11,22,1,55,2023,High,No,13.75,Medium Risk,0.576653838,Medium,24/09/2023,Stable,Adequate,Standard
998,South Gate 74,Kano,Nigeria,54432,133,15.01,1,20,7,5,48.9,52,10,28,6,50,2024,High,No,17.8,High Risk,0.738109788,Critical,23/12/2024,Stable,Underserved,Standard
999,South Village 110,Oyo,Nigeria,62590,189,17.3,1,15,6,5,59.4,43,37,29,5,60,2022,High,Yes,14.45,High Risk,0.615611348,Medium,23/04/2022,Stable,Underserved,Standard
1000,South Park 138,Kaduna,Nigeria,42230,157,8.13,1,14,6,4,42.8,44,25,12,2,45,2023,High,Yes,14,Medium Risk,0.571775536,Medium,8/8/2023,Stable,Adequate,Standard
